NIC statistics:
     rx_packets: 72132
     rx_bytes: 4799240
     tx_packets: 4163334
     tx_bytes: 421620877
     tx_added_vlan_packets: 3608783
     tx_nop: 29718
     tx_mpwqe_blks: 554551
     tx_mpwqe_pkts: 554551
     rx_removed_vlan_packets: 12
     rx_csum_unnecessary: 2194
     rx_csum_none: 63418
     rx_csum_complete: 6520
     rx_csum_complete_tail: 1
     rx_xdp_drop: 119388
     rx_xdp_redirect: 5
     tx_csum_none: 3866815
     tx_csum_partial: 296519
     tx_xmit_more: 6
     tx_cqes: 4163328
     tx_xdp_xmit: 7214
     tx_xdp_mpwqe: 4574
     tx_xdp_nops: 1347
     tx_xdp_cqes: 4570
     rx_pp_alloc_fast: 48006
     rx_pp_alloc_slow: 762
     rx_pp_alloc_empty: 762
     rx_pp_recycle_cached: 768
     rx_pp_recycle_cache_full: 48000
     rx_pp_recycle_ring: 48000
     ch_events: 9646457825
     ch_poll: 18908910204
     ch_arm: 13467169622
     ch_aff_change: 34789545
     ch_force_irq: 15390288
     rx_xsk_packets: 5114363
     rx_xsk_bytes: 317146491
     rx_xsk_csum_unnecessary: 576
     rx_xsk_csum_none: 5113787
     rx_xsk_removed_vlan_packets: 7220
     rx_xsk_xdp_drop: 5525297
     rx_xsk_xdp_redirect: 6320809398
     rx_xsk_buff_alloc_err: 9674739
     tx_xsk_xmit: 27541862063
     tx_xsk_mpwqe: 1425541909
     tx_xsk_inlnw: 345553156
     tx_xsk_full: 506944355
     tx_xsk_cqes: 1076060182
     rx_out_of_buffer: 30
     rx_if_down_packets: 700
     rx_steer_missed_packets: 62492213
     rx_vport_unicast_packets: 6004999475
     rx_vport_unicast_bytes: 6289320959841
     tx_vport_unicast_packets: 27194778832
     tx_vport_unicast_bytes: 41012626800742
     rx_vport_multicast_packets: 1181759
     rx_vport_multicast_bytes: 123019956
     tx_vport_multicast_packets: 1678363
     tx_vport_multicast_bytes: 276080929
     rx_vport_broadcast_packets: 737585424
     rx_vport_broadcast_bytes: 48661649672
     tx_vport_broadcast_packets: 349575416
     tx_vport_broadcast_bytes: 21337007999
     ch0_events: 1728704899
     ch0_poll: 3653361447
     ch0_arm: 2578834229
     ch1_events: 1917699846
     ch1_poll: 3523176128
     ch1_arm: 2542310408
     ch1_aff_change: 37
     ch1_force_irq: 8
     ch2_events: 1814007090
     ch2_poll: 3817418421
     ch2_arm: 2669513772
     ch3_events: 1654934171
     ch3_poll: 2877375194
     ch3_arm: 2098065664
     ch4_events: 1253986828
     ch4_poll: 2527257065
     ch4_arm: 1791330165
     ch4_aff_change: 15565533
     ch4_force_irq: 6932687
     ch5_events: 1277124991
     ch5_poll: 2510321949
     ch5_arm: 1787115384
     ch5_aff_change: 19223975
     ch5_force_irq: 8457593
     rx0_packets: 65426
     rx0_bytes: 4199692
     rx0_csum_complete: 4102
     rx0_csum_unnecessary: 210
     rx0_csum_none: 61114
     rx0_xdp_drop: 1050
     rx0_removed_vlan_packets: 12
     rx0_pp_alloc_fast: 8001
     rx0_pp_alloc_slow: 127
     rx0_pp_alloc_empty: 127
     rx0_pp_recycle_cached: 128
     rx0_pp_recycle_cache_full: 8000
     rx0_pp_recycle_ring: 8000
     rx0_xsk_packets: 5060806
     rx0_xsk_bytes: 311044130
     rx0_xsk_csum_unnecessary: 159
     rx0_xsk_csum_none: 5060647
     rx0_xsk_removed_vlan_packets: 7216
     rx0_xsk_xdp_drop: 383244
     rx0_xsk_xdp_redirect: 1306420863
     rx0_xsk_buff_alloc_err: 184410
     rx1_packets: 3957
     rx1_bytes: 359977
     rx1_csum_complete: 1728
     rx1_csum_complete_tail: 1
     rx1_csum_unnecessary: 82
     rx1_csum_none: 2147
     rx1_xdp_drop: 791
     rx1_xdp_redirect: 1
     rx1_pp_alloc_fast: 8001
     rx1_pp_alloc_slow: 127
     rx1_pp_alloc_empty: 127
     rx1_pp_recycle_cached: 128
     rx1_pp_recycle_cache_full: 8000
     rx1_pp_recycle_ring: 8000
     rx1_xsk_packets: 13175
     rx1_xsk_bytes: 1193869
     rx1_xsk_csum_unnecessary: 224
     rx1_xsk_csum_none: 12951
     rx1_xsk_xdp_drop: 1660711
     rx1_xsk_xdp_redirect: 1305683017
     rx1_xsk_buff_alloc_err: 3188736
     rx2_packets: 513
     rx2_bytes: 66367
     rx2_csum_complete: 396
     rx2_csum_unnecessary: 78
     rx2_csum_none: 39
     rx2_xdp_drop: 245
     rx2_xdp_redirect: 2
     rx2_pp_alloc_fast: 8001
     rx2_pp_alloc_slow: 127
     rx2_pp_alloc_empty: 127
     rx2_pp_recycle_cached: 128
     rx2_pp_recycle_cache_full: 8000
     rx2_pp_recycle_ring: 8000
     rx2_xsk_packets: 22772
     rx2_xsk_bytes: 2082417
     rx2_xsk_csum_unnecessary: 4
     rx2_xsk_csum_none: 22768
     rx2_xsk_removed_vlan_packets: 2
     rx2_xsk_xdp_drop: 181864
     rx2_xsk_xdp_redirect: 1383351800
     rx2_xsk_buff_alloc_err: 1179206
     rx3_packets: 137
     rx3_bytes: 13945
     rx3_csum_complete: 42
     rx3_csum_unnecessary: 91
     rx3_csum_none: 4
     rx3_xdp_drop: 156
     rx3_xdp_redirect: 2
     rx3_pp_alloc_fast: 8001
     rx3_pp_alloc_slow: 127
     rx3_pp_alloc_empty: 127
     rx3_pp_recycle_cached: 128
     rx3_pp_recycle_cache_full: 8000
     rx3_pp_recycle_ring: 8000
     rx3_xsk_packets: 123
     rx3_xsk_bytes: 11726
     rx3_xsk_csum_unnecessary: 2
     rx3_xsk_csum_none: 121
     rx3_xsk_xdp_drop: 1117810
     rx3_xsk_xdp_redirect: 1414494445
     rx3_xsk_buff_alloc_err: 3547016
     rx4_packets: 395
     rx4_bytes: 52004
     rx4_csum_complete: 213
     rx4_csum_unnecessary: 71
     rx4_csum_none: 111
     rx4_xdp_drop: 311
     rx4_pp_alloc_fast: 8001
     rx4_pp_alloc_slow: 127
     rx4_pp_alloc_empty: 127
     rx4_pp_recycle_cached: 128
     rx4_pp_recycle_cache_full: 8000
     rx4_pp_recycle_ring: 8000
     rx4_xsk_packets: 17058
     rx4_xsk_bytes: 2767190
     rx4_xsk_csum_unnecessary: 5
     rx4_xsk_csum_none: 17053
     rx4_xsk_removed_vlan_packets: 2
     rx4_xsk_xdp_drop: 1647805
     rx4_xsk_xdp_redirect: 403718530
     rx4_xsk_buff_alloc_err: 986197
     rx5_packets: 1704
     rx5_bytes: 107255
     rx5_csum_complete: 39
     rx5_csum_unnecessary: 1662
     rx5_csum_none: 3
     rx5_xdp_drop: 116835
     rx5_pp_alloc_fast: 8001
     rx5_pp_alloc_slow: 127
     rx5_pp_alloc_empty: 127
     rx5_pp_recycle_cached: 128
     rx5_pp_recycle_cache_full: 8000
     rx5_pp_recycle_ring: 8000
     rx5_xsk_packets: 429
     rx5_xsk_bytes: 47159
     rx5_xsk_csum_unnecessary: 182
     rx5_xsk_csum_none: 247
     rx5_xsk_xdp_drop: 533863
     rx5_xsk_xdp_redirect: 507140743
     rx5_xsk_buff_alloc_err: 589174
     tx0_packets: 440611
     tx0_bytes: 52254365
     tx0_csum_partial: 52914
     tx0_added_vlan_packets: 357411
     tx0_nop: 3417
     tx0_mpwqe_blks: 83200
     tx0_mpwqe_pkts: 83200
     tx0_csum_none: 387697
     tx0_cqes: 440611
     tx1_packets: 393544
     tx1_bytes: 48895171
     tx1_csum_partial: 39375
     tx1_added_vlan_packets: 311776
     tx1_nop: 3279
     tx1_mpwqe_blks: 81768
     tx1_mpwqe_pkts: 81768
     tx1_csum_none: 354169
     tx1_cqes: 393544
     tx2_packets: 799682
     tx2_bytes: 73974806
     tx2_csum_partial: 41128
     tx2_added_vlan_packets: 715779
     tx2_nop: 4370
     tx2_mpwqe_blks: 83903
     tx2_mpwqe_pkts: 83903
     tx2_csum_none: 758554
     tx2_xmit_more: 4
     tx2_cqes: 799678
     tx3_packets: 375173
     tx3_bytes: 48649622
     tx3_csum_partial: 41593
     tx3_added_vlan_packets: 290959
     tx3_nop: 3139
     tx3_mpwqe_blks: 84214
     tx3_mpwqe_pkts: 84214
     tx3_csum_none: 333580
     tx3_xmit_more: 1
     tx3_cqes: 375172
     tx4_packets: 1319730
     tx4_bytes: 113061659
     tx4_csum_partial: 59789
     tx4_added_vlan_packets: 1210502
     tx4_nop: 8783
     tx4_mpwqe_blks: 109228
     tx4_mpwqe_pkts: 109228
     tx4_csum_none: 1259941
     tx4_xmit_more: 1
     tx4_cqes: 1319729
     tx5_packets: 834594
     tx5_bytes: 84785254
     tx5_csum_partial: 61720
     tx5_added_vlan_packets: 722356
     tx5_nop: 6730
     tx5_mpwqe_blks: 112238
     tx5_mpwqe_pkts: 112238
     tx5_csum_none: 772874
     tx5_cqes: 834594
     tx0_xsk_xmit: 4634564040
     tx0_xsk_mpwqe: 278960897
     tx0_xsk_inlnw: 319989613
     tx0_xsk_full: 19157195
     tx0_xsk_cqes: 197489862
     tx0_xdp_xmit: 1221
     tx0_xdp_mpwqe: 801
     tx0_xdp_nops: 238
     tx0_xdp_cqes: 801
     tx1_xsk_xmit: 5350677941
     tx1_xsk_mpwqe: 452942819
     tx1_xsk_inlnw: 6652691
     tx1_xsk_full: 121221587
     tx1_xsk_cqes: 394089003
     tx1_xdp_xmit: 1362
     tx1_xdp_mpwqe: 904
     tx1_xdp_nops: 249
     tx1_xdp_cqes: 904
     tx2_xsk_xmit: 8108473636
     tx2_xsk_mpwqe: 339436448
     tx2_xsk_inlnw: 4539469
     tx2_xsk_full: 62038287
     tx2_xsk_cqes: 261182412
     tx2_xdp_xmit: 2029
     tx2_xdp_mpwqe: 936
     tx2_xdp_nops: 330
     tx2_xdp_cqes: 936
     tx3_xsk_xmit: 4806820547
     tx3_xsk_mpwqe: 181558604
     tx3_xsk_inlnw: 5500590
     tx3_xsk_full: 162240364
     tx3_xsk_cqes: 117321783
     tx3_xdp_xmit: 440
     tx3_xdp_mpwqe: 438
     tx3_xdp_nops: 112
     tx3_xdp_cqes: 438
     tx4_xsk_xmit: 2071020449
     tx4_xsk_mpwqe: 78795334
     tx4_xsk_inlnw: 2601583
     tx4_xsk_full: 65237410
     tx4_xsk_cqes: 49497760
     tx4_xdp_xmit: 500
     tx4_xdp_mpwqe: 479
     tx4_xdp_nops: 112
     tx4_xdp_cqes: 479
     tx5_xsk_xmit: 2570305450
     tx5_xsk_mpwqe: 93847807
     tx5_xsk_inlnw: 6269210
     tx5_xsk_full: 77049512
     tx5_xsk_cqes: 56479362
     tx5_xdp_xmit: 1662
     tx5_xdp_mpwqe: 1016
     tx5_xdp_nops: 306
     tx5_xdp_cqes: 1012
