NIC statistics:
     rx_packets: 72301
     rx_bytes: 4809522
     tx_packets: 4470108
     tx_bytes: 451315083
     tx_added_vlan_packets: 3879339
     tx_nop: 31865
     tx_mpwqe_blks: 590769
     tx_mpwqe_pkts: 590769
     rx_removed_vlan_packets: 12
     rx_csum_unnecessary: 2198
     rx_csum_none: 63583
     rx_csum_complete: 6520
     rx_csum_complete_tail: 1
     rx_xdp_drop: 119388
     rx_xdp_redirect: 5
     tx_csum_none: 4147887
     tx_csum_partial: 322221
     tx_xmit_more: 6
     tx_cqes: 4470102
     tx_xdp_xmit: 7214
     tx_xdp_mpwqe: 4574
     tx_xdp_nops: 1347
     tx_xdp_cqes: 4570
     rx_pp_alloc_fast: 48006
     rx_pp_alloc_slow: 762
     rx_pp_alloc_empty: 762
     rx_pp_recycle_cached: 768
     rx_pp_recycle_cache_full: 48000
     rx_pp_recycle_ring: 48000
     ch_events: 10186426285
     ch_poll: 19595517229
     ch_arm: 14048131601
     ch_aff_change: 34789545
     ch_force_irq: 15390288
     rx_xsk_packets: 5489477
     rx_xsk_bytes: 340124760
     rx_xsk_csum_unnecessary: 576
     rx_xsk_csum_none: 5488901
     rx_xsk_removed_vlan_packets: 7220
     rx_xsk_xdp_drop: 5528796
     rx_xsk_xdp_redirect: 7318097740
     rx_xsk_buff_alloc_err: 9674745
     tx_xsk_xmit: 29347350649
     tx_xsk_mpwqe: 1499292997
     tx_xsk_inlnw: 345867624
     tx_xsk_full: 506944355
     tx_xsk_cqes: 1125318248
     rx_out_of_buffer: 30
     rx_if_down_packets: 701
     rx_steer_missed_packets: 66090953
     rx_vport_unicast_packets: 7002375239
     rx_vport_unicast_bytes: 7593246391846
     tx_vport_unicast_packets: 28999935813
     tx_vport_unicast_bytes: 43695686773197
     rx_vport_multicast_packets: 1242785
     rx_vport_multicast_bytes: 129258763
     tx_vport_multicast_packets: 1787130
     tx_vport_multicast_bytes: 294115264
     rx_vport_broadcast_packets: 741944367
     rx_vport_broadcast_bytes: 48971940252
     tx_vport_broadcast_packets: 350105028
     tx_vport_broadcast_bytes: 21372323177
     ch0_events: 1836564011
     ch0_poll: 3785341075
     ch0_arm: 2691985038
     ch1_events: 2037400611
     ch1_poll: 3691310447
